"id"	"anno"	"gene"	"A_met"	"A_unmet"	"B_met"	"B_unmet"	"p.value"	"rateA"	"rateB"	"diff"	"padj_fdr"	"log_padj_fdr"	"sig"
"peak_45842"	"MCF7_ER_peaks"	"FBXO45"	1	8	1	0	0.2	11.11	100	88.89	1	0	FALSE
"peak_4589"	"MCF7_H3K27ac_peaks"	"ARAP1"	0	1	1	0	1	0	100	100	1	0	FALSE
"peak_4589"	"MCF7_H3K27ac_peaks"	"STARD10"	0	1	1	0	1	0	100	100	1	0	FALSE
"peak_4589"	"MCF7_H3K27ac_peaks"	"ATG16L2"	0	1	1	0	1	0	100	100	1	0	FALSE
"peak_4592"	"MCF7_H3K27ac_peaks"	"ARAP1"	0	6	2	2	0.133333333333333	0	50	50	1	0	FALSE
"peak_4592"	"MCF7_H3K27ac_peaks"	"STARD10"	0	6	2	2	0.133333333333333	0	50	50	1	0	FALSE
"peak_4592"	"MCF7_H3K27ac_peaks"	"ATG16L2"	0	6	2	2	0.133333333333333	0	50	50	1	0	FALSE
"peak_4592"	"MCF7_H3K27ac_peaks"	"FCHSD2"	0	6	2	2	0.133333333333333	0	50	50	1	0	FALSE
"peak_4597"	"MCF7_H3K27ac_peaks"	"FCHSD2"	4	1	3	2	1	80	60	-20	1	0	FALSE
"peak_4597"	"MCF7_H3K27ac_peaks"	"P2RY2"	4	1	3	2	1	80	60	-20	1	0	FALSE
"peak_45988"	"MCF7_ER_peaks"	"PDE6B"	12.01	0.99	1	1	0.257142857142857	92.38	50	-42.38	1	0	FALSE
"peak_45988"	"MCF7_ER_peaks"	"ATP5I"	12.01	0.99	1	1	0.257142857142857	92.38	50	-42.38	1	0	FALSE
"peak_45988"	"MCF7_ER_peaks"	"MYL5"	12.01	0.99	1	1	0.257142857142857	92.38	50	-42.38	1	0	FALSE
"peak_45988"	"MCF7_ER_peaks"	"MFSD7"	12.01	0.99	1	1	0.257142857142857	92.38	50	-42.38	1	0	FALSE
