"id"	"anno"	"gene"	"A_met"	"A_unmet"	"B_met"	"B_unmet"	"p.value"	"rateA"	"rateB"	"diff"	"padj_fdr"	"log_padj_fdr"	"sig"
"ENSG00000100028"	"body"	"SNRPD3"	46.95	11.05	1.95	13.05	2.08548409337845e-06	80.95	13	-67.95	0.0104274204668923	1.98182311396562	TRUE
"ENSG00000174197"	"body"	"MGA"	36.08	14.92	0	11	1.52008575911758e-05	70.75	0	-70.75	0.0380021439779395	1.42019190097471	TRUE
"ENSG00000099250"	"body"	"NRP1"	61.95	5.05	3	7	3.24874569492219e-05	92.46	30	-62.46	0.0541457615820365	1.26643553337985	TRUE
"peak_8546"	"MCF7_H3K27ac_peaks"	"PAGR1"	18	0	0	6	7.4296412969182e-06	100	0	-100	0.0553062498142591	1.25722578901214	TRUE
"ENSG00000205336"	"body"	"GPR56"	41.09	11.91	3.96	14.04	5.00090313367316e-05	77.53	22	-55.53	0.0625112891709145	1.20404154454559	TRUE
"Repressed_8644"	"Repressed"	"DAND5"	26.01	0.99	1.98	7.02	3.24186707750143e-05	96.33	22	-74.33	0.0662475537287418	1.17883015394547	TRUE
"Repressed_8644"	"Repressed"	"NFIX"	26.01	0.99	1.98	7.02	3.24186707750143e-05	96.33	22	-74.33	0.0662475537287418	1.17883015394547	TRUE
"peak_7198"	"MCF7_H3K27ac_peaks"	"CRIP1"	33.96	6.04	2.04	9.96	2.52162174459496e-05	84.9	17	-67.9	0.0938547613338245	1.02754369034626	TRUE
"ENSG00000099866"	"CGI_promoter"	"MADCAM1"	17.01	4.99	2.04	14.96	6.86062977497906e-05	77.32	12	-65.32	0.114343829582984	0.941787266565453	FALSE
"ENSG00000140320"	"CGI_promoter"	"BAHD1"	0	19	5	0	2.35271974402409e-05	0	100	100	0.114343829582984	0.941787266565453	FALSE
"ENSG00000198837"	"CGI_promoter"	"DENND4B"	0	16	5	0	4.9142464003145e-05	0	100	100	0.114343829582984	0.941787266565453	FALSE
"ENSG00000059769"	"body"	"DNAJC25"	26.08	7.92	1.96	12.04	0.000186478818582976	76.71	14	-62.71	0.133199156130697	0.875498526584205	FALSE
"ENSG00000104529"	"body"	"EEF1D"	53.14	7.86	0.98	6.02	0.000170813390353734	87.11	14	-73.11	0.133199156130697	0.875498526584205	FALSE
"ENSG00000244115"	"body"	"DNAJC25-GNG10"	26.08	7.92	1.96	12.04	0.000186478818582976	76.71	14	-62.71	0.133199156130697	0.875498526584205	FALSE
"ENSG00000256861"	"body"	"RP11-512M8.5"	34.05	41.95	12	0	0.000243308542740587	44.8	100	55.2	0.152067839212867	0.81796262506105	FALSE
"ENSG00000198873"	"CGI_promoter"	"GRK5"	0	28	3	0	0.000222469410456062	0	100	100	0.185391175380052	0.731910942116873	FALSE
"ENSG00000204642"	"CGI_promoter"	"HLA-F"	0	17	4	0	0.000167084377610693	0	100	100	0.185391175380052	0.731910942116873	FALSE
"ENSG00000237649"	"CGI_promoter"	"KIFC1"	0	16	4	0	0.00020639834881321	0	100	100	0.185391175380052	0.731910942116873	FALSE
"ENSG00000074660"	"CGI_promoter"	"SCARF1"	9.01	0.99	0	8	0.000411353352529823	90.1	0	-90.1	0.205676676264911	0.686814954507318	FALSE
"ENSG00000126602"	"CGI_promoter"	"TRAP1"	0.99	39.01	3	0	0.000324122842557329	2.48	100	97.53	0.205676676264911	0.686814954507318	FALSE
"ENSG00000163590"	"CGI_promoter"	"PPM1L"	0	38	3	1	0.000348432055749129	0	75	75	0.205676676264911	0.686814954507318	FALSE
"ENSG00000185100"	"CGI_promoter"	"ADSSL1"	1	20	4	0	0.000395256916996048	4.76	100	95.24	0.205676676264911	0.686814954507318	FALSE
"ENSG00000078070"	"body"	"MCCC1"	33.94	6.06	0	5	0.000378143316316885	84.85	0	-84.85	0.210079620176047	0.677616076458309	FALSE
"ENSG00000178573"	"CGI_promoter"	"MAF"	1.94	23.06	7	3	0.000525935928016672	7.76	70	62.24	0.239061785462124	0.621489841238217	FALSE
"ENSG00000128973"	"body"	"CLN6"	23.05	25.95	20.02	1.98	0.000483510122157097	47.04	91	43.96	0.241755061078549	0.616624425309165	FALSE
"ENSG00000254806"	"body"	"SYS1-DBNDD2"	31.92	26.08	0	11	0.000539538883311196	55.03	0	-55.03	0.245244946959635	0.610399932083204	FALSE
"ENSG00000068796"	"body"	"KIF2A"	36.95	40.05	11	0	0.000778197691084806	47.99	100	52.01	0.252016129032258	0.598571663482141	FALSE
"ENSG00000161544"	"body"	"CYGB"	26.98	3.02	0	4	0.000754700707262378	89.93	0	-89.93	0.252016129032258	0.598571663482141	FALSE
"ENSG00000179913"	"body"	"B3GNT3"	22.96	2.04	0	4	0.000631552355690288	91.84	0	-91.84	0.252016129032258	0.598571663482141	FALSE
"ENSG00000183479"	"body"	"TREX2"	28	0	1	3	0.000806451612903226	100	25	-75	0.252016129032258	0.598571663482141	FALSE
"ENSG00000258484"	"body"	"SPESP1"	18.02	18.98	13	0	0.000684741897911436	48.7	100	51.3	0.252016129032258	0.598571663482141	FALSE
"ENSG00000079435"	"body"	"LIPE"	57.04	4.96	3.04	4.96	0.000953607029684443	92	38	-54	0.264890841579012	0.576933056880029	FALSE
"ENSG00000130164"	"body"	"LDLR"	76.92	14.08	1.02	4.98	0.000945296620558814	84.53	17	-67.53	0.264890841579012	0.576933056880029	FALSE
"ENSG00000130713"	"CGI_promoter"	"EXOSC2"	10.01	1.99	0.96	11.04	0.000644193604215142	83.42	8	-75.42	0.268414001756309	0.571194833037713	FALSE
"ENSG00000119333"	"body"	"WDR34"	18.98	4.02	0	5	0.00128205128205128	82.52	0	-82.52	0.322237693301787	0.491823659958064	FALSE
"ENSG00000155096"	"body"	"AZIN1"	28.83	52.17	9	1	0.00141784585052786	35.59	90	54.41	0.322237693301787	0.491823659958064	FALSE
"ENSG00000196950"	"body"	"SLC39A10"	33.97	28.03	13	0	0.00130613898890328	54.79	100	45.21	0.322237693301787	0.491823659958064	FALSE
"ENSG00000258677"	"body"	"RP11-463D19.2"	43.91	30.09	3.06	14.94	0.00135543385717388	59.34	17	-42.34	0.322237693301787	0.491823659958064	FALSE
"ENSG00000116698"	"body"	"SMG7"	52.02	5.98	1	4	0.00161932675444493	89.69	20	-69.69	0.352027555314115	0.453423340350034	FALSE
"ENSG00000089159"	"body"	"PXN"	91.28	9.72	6	6	0.00175989828926572	90.38	50	-40.38	0.366645476930359	0.435753668247268	FALSE
"ENSG00000172794"	"body"	"RAB37"	51.07	22.93	6.09	14.91	0.001902521290796	69.01	29	-40.01	0.3805042581592	0.419640478749661	FALSE
"ENSG00000125952"	"body"	"MAX"	52.99	7.01	1	4	0.00221334720277078	88.32	20	-68.32	0.425643692840535	0.370953797570203	FALSE
"ENSG00000140332"	"CGI_promoter"	"TLE3"	2.99	42.01	3	0	0.00115633672525439	6.64	100	93.36	0.444744894328613	0.351889028916072	FALSE
"ENSG00000043039"	"CGI_promoter"	"BARX2"	5	0	1.95	13.05	0.00135448916408669	100	13	-87	0.48374613003096	0.31538249631499	FALSE
"ENSG00000149187"	"body"	"CELF1"	39.99	16.01	2.99	10.01	0.0028338743767472	71.41	23	-48.41	0.524791551249481	0.280013165391667	FALSE
"ENSG00000172673"	"body"	"THEMIS"	39.08	8.92	2	6	0.0030794707820235	81.42	25	-56.42	0.54990549678991	0.259711939140461	FALSE
"ENSG00000069018"	"body"	"TRPC7"	18.95	18.05	11	0	0.0034131834524124	51.22	100	48.78	0.565930956423317	0.247236549506764	FALSE
"ENSG00000147117"	"body"	"ZNF157"	16	1	0	3	0.00350877192982456	94.12	0	-94.12	0.565930956423317	0.247236549506764	FALSE
"ENSG00000168118"	"body"	"RAB4A"	10	0	0	3	0.0034965034965035	100	0	-100	0.565930956423317	0.247236549506764	FALSE
"ENSG00000010361"	"CGI_promoter"	"FUZ"	1.95	17.05	3	0	0.00649350649350649	10.26	100	89.74	0.595238095238095	0.225309281725863	FALSE
"ENSG00000070718"	"CGI_promoter"	"AP3M2"	1.98	17.02	6.03	2.97	0.00484443093138744	10.42	67	56.58	0.595238095238095	0.225309281725863	FALSE
"ENSG00000080007"	"CGI_promoter"	"DDX43"	0	14	2	0	0.00833333333333334	0	100	100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000090975"	"CGI_promoter"	"PITPNM2"	2.95	19.05	4.97	2.03	0.00791655454324119	13.41	71	57.59	0.595238095238095	0.225309281725863	FALSE
"ENSG00000100429"	"CGI_promoter"	"HDAC10"	0	12	4.02	1.98	0.00490196078431373	0	67	67	0.595238095238095	0.225309281725863	FALSE
"ENSG00000101126"	"CGI_promoter"	"ADNP"	0	21	2	0	0.00395256916996048	0	100	100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000104866"	"CGI_promoter"	"PPP1R37"	4.01	25.99	3	0	0.00641495601173021	13.37	100	86.63	0.595238095238095	0.225309281725863	FALSE
"ENSG00000105641"	"CGI_promoter"	"SLC5A5"	13	1	0	3	0.00588235294117647	92.86	0	-92.86	0.595238095238095	0.225309281725863	FALSE
"ENSG00000107362"	"CGI_promoter"	"ABHD17B"	10	3	0	5	0.0065359477124183	76.92	0	-76.92	0.595238095238095	0.225309281725863	FALSE
"ENSG00000111145"	"CGI_promoter"	"ELK3"	0	17	2	0	0.00584795321637427	0	100	100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000115211"	"CGI_promoter"	"EIF2B4"	11.99	13.01	0	11	0.00592594643173718	47.96	0	-47.96	0.595238095238095	0.225309281725863	FALSE
"ENSG00000115234"	"CGI_promoter"	"SNX17"	11.99	13.01	0	11	0.00592594643173718	47.96	0	-47.96	0.595238095238095	0.225309281725863	FALSE
"ENSG00000122729"	"CGI_promoter"	"ACO1"	5	0	0	5	0.00793650793650794	100	0	-100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000124302"	"CGI_promoter"	"CHST8"	13.02	7.98	1.95	13.05	0.00574039409913813	62	13	-49	0.595238095238095	0.225309281725863	FALSE
"ENSG00000129250"	"CGI_promoter"	"KIF1C"	4.93	21.07	4	0	0.00459770114942528	18.96	100	81.04	0.595238095238095	0.225309281725863	FALSE
"ENSG00000134330"	"CGI_promoter"	"IAH1"	0	18	3	2	0.00564652738565782	0	60	60	0.595238095238095	0.225309281725863	FALSE
"ENSG00000135148"	"CGI_promoter"	"TRAFD1"	0.96	14.04	3	0	0.00490196078431373	6.4	100	93.6	0.595238095238095	0.225309281725863	FALSE
"ENSG00000137193"	"CGI_promoter"	"PIM1"	0	28	2	0	0.00229885057471265	0	100	100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000137996"	"CGI_promoter"	"RTCA"	0	16	2	0	0.00653594771241829	0	100	100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000139220"	"CGI_promoter"	"PPFIA2"	7.01	0.99	0	6	0.00466200466200466	87.62	0	-87.62	0.595238095238095	0.225309281725863	FALSE
"ENSG00000148296"	"CGI_promoter"	"SURF6"	6	1	0	7	0.00466200466200466	85.71	0	-85.71	0.595238095238095	0.225309281725863	FALSE
"ENSG00000148308"	"CGI_promoter"	"GTF3C5"	0	12	3	1	0.00714285714285715	0	75	75	0.595238095238095	0.225309281725863	FALSE
"ENSG00000155621"	"CGI_promoter"	"C9orf85"	10	3	0	5	0.0065359477124183	76.92	0	-76.92	0.595238095238095	0.225309281725863	FALSE
"ENSG00000155755"	"CGI_promoter"	"TMEM237"	1	12	3	0	0.00714285714285715	7.69	100	92.31	0.595238095238095	0.225309281725863	FALSE
"ENSG00000156486"	"CGI_promoter"	"KCNS2"	19.02	17.98	15.98	1.02	0.00211083270847738	51.41	94	42.59	0.595238095238095	0.225309281725863	FALSE
"ENSG00000158467"	"CGI_promoter"	"AHCYL2"	0.99	11.01	3	0	0.00879120879120878	8.25	100	91.75	0.595238095238095	0.225309281725863	FALSE
"ENSG00000160445"	"CGI_promoter"	"ZER1"	1.02	22.98	2	0	0.00923076923076923	4.25	100	95.75	0.595238095238095	0.225309281725863	FALSE
"ENSG00000160993"	"CGI_promoter"	"ALKBH4"	0.99	24.01	2	0	0.00854700854700855	3.96	100	96.04	0.595238095238095	0.225309281725863	FALSE
"ENSG00000161036"	"CGI_promoter"	"LRWD1"	0.99	24.01	2	0	0.00854700854700855	3.96	100	96.04	0.595238095238095	0.225309281725863	FALSE
"ENSG00000162032"	"CGI_promoter"	"SPSB3"	15.02	1.98	1	4	0.00934153565732513	88.35	20	-68.35	0.595238095238095	0.225309281725863	FALSE
"ENSG00000164483"	"CGI_promoter"	"SAMD3"	8.01	2.99	0	6	0.00904977375565611	72.82	0	-72.82	0.595238095238095	0.225309281725863	FALSE
"ENSG00000164484"	"CGI_promoter"	"TMEM200A"	8.01	2.99	0	6	0.00904977375565611	72.82	0	-72.82	0.595238095238095	0.225309281725863	FALSE
"ENSG00000164597"	"CGI_promoter"	"COG5"	0.99	30.01	2	0	0.00568181818181818	3.19	100	96.81	0.595238095238095	0.225309281725863	FALSE
"ENSG00000165684"	"CGI_promoter"	"SNAPC4"	6.95	38.05	4.97	2.03	0.00489975823817039	15.44	71	55.56	0.595238095238095	0.225309281725863	FALSE
"ENSG00000166747"	"CGI_promoter"	"AP1G1"	0.99	15.01	3	0	0.00412796697626419	6.19	100	93.81	0.595238095238095	0.225309281725863	FALSE
"ENSG00000170604"	"CGI_promoter"	"IRF2BP1"	0.98	15.02	4	1	0.00398053958425476	6.13	80	73.88	0.595238095238095	0.225309281725863	FALSE
"ENSG00000171016"	"CGI_promoter"	"PYGO1"	10.98	9.02	0	9	0.00515676227820156	54.9	0	-54.9	0.595238095238095	0.225309281725863	FALSE
"ENSG00000171159"	"CGI_promoter"	"C9orf16"	0	4	5	0	0.00793650793650794	0	100	100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000172216"	"CGI_promoter"	"CEBPB"	4.02	66.98	2	0	0.00570776255707763	5.66	100	94.34	0.595238095238095	0.225309281725863	FALSE
"ENSG00000172830"	"CGI_promoter"	"SSH3"	8.99	5.01	0	7	0.00712074303405571	64.21	0	-64.21	0.595238095238095	0.225309281725863	FALSE
"ENSG00000175928"	"CGI_promoter"	"LRRN1"	0	5	4	0	0.00793650793650794	0	100	100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000178026"	"CGI_promoter"	"FAM211B"	5.99	3.01	0	9	0.00904977375565609	66.56	0	-66.56	0.595238095238095	0.225309281725863	FALSE
"ENSG00000178694"	"CGI_promoter"	"NSUN3"	0	5	4	0	0.00793650793650794	0	100	100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000178700"	"CGI_promoter"	"DHFRL1"	0	5	4	0	0.00793650793650794	0	100	100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000179588"	"CGI_promoter"	"ZFPM1"	14.04	19.96	0	12	0.00884639966530493	41.29	0	-41.29	0.595238095238095	0.225309281725863	FALSE
"ENSG00000180543"	"CGI_promoter"	"TSPYL5"	5	1	0	7	0.00466200466200466	83.33	0	-83.33	0.595238095238095	0.225309281725863	FALSE
"ENSG00000182831"	"CGI_promoter"	"C16orf72"	0.98	30.02	2	0	0.00568181818181818	3.16	100	96.84	0.595238095238095	0.225309281725863	FALSE
"ENSG00000184967"	"CGI_promoter"	"NOC4L"	23.07	35.93	8.01	0.99	0.00885645177085756	39.1	89	49.9	0.595238095238095	0.225309281725863	FALSE
"ENSG00000185163"	"CGI_promoter"	"DDX51"	23.07	35.93	8.01	0.99	0.00885645177085756	39.1	89	49.9	0.595238095238095	0.225309281725863	FALSE
"ENSG00000185928"	"CGI_promoter"	"PAGR1"	8.98	4.02	0.99	10.01	0.00452618118185489	69.08	9	-60.08	0.595238095238095	0.225309281725863	FALSE
"ENSG00000188191"	"CGI_promoter"	"PRKAR1B"	19.01	5.99	0.98	6.02	0.00572573514731468	76.04	14	-62.04	0.595238095238095	0.225309281725863	FALSE
"ENSG00000188290"	"CGI_promoter"	"HES4"	9	4	0	7	0.00472136222910217	69.23	0	-69.23	0.595238095238095	0.225309281725863	FALSE
"ENSG00000196388"	"CGI_promoter"	"INCA1"	4.97	20.03	4	0	0.00530503978779841	19.88	100	80.12	0.595238095238095	0.225309281725863	FALSE
"ENSG00000196872"	"CGI_promoter"	"KIAA1211L"	1.98	18.02	3	0	0.00564652738565782	9.9	100	90.1	0.595238095238095	0.225309281725863	FALSE
"ENSG00000197177"	"CGI_promoter"	"GPR123"	12.01	0.99	0	3	0.00714285714285715	92.38	0	-92.38	0.595238095238095	0.225309281725863	FALSE
"ENSG00000197363"	"CGI_promoter"	"ZNF517"	2	19	3	0	0.0049407114624506	9.52	100	90.48	0.595238095238095	0.225309281725863	FALSE
"ENSG00000198887"	"CGI_promoter"	"SMC5"	20.02	12.98	0	7	0.00831600831600832	60.67	0	-60.67	0.595238095238095	0.225309281725863	FALSE
"ENSG00000203907"	"CGI_promoter"	"OOEP"	0	14	2	0	0.00833333333333334	0	100	100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000205726"	"CGI_promoter"	"ITSN1"	0	13	3	1	0.00588235294117647	0	75	75	0.595238095238095	0.225309281725863	FALSE
"ENSG00000205758"	"CGI_promoter"	"CRYZL1"	0	7	3	0	0.00833333333333333	0	100	100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000221968"	"CGI_promoter"	"FADS3"	1.96	30.04	3	1	0.0053475935828877	6.12	75	68.88	0.595238095238095	0.225309281725863	FALSE
"ENSG00000221978"	"CGI_promoter"	"CCNL2"	0	13	2	0	0.00952380952380953	0	100	100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000224870"	"CGI_promoter"	"RP4-758J18.2"	0	13	2	0	0.00952380952380953	0	100	100	0.595238095238095	0.225309281725863	FALSE
"ENSG00000260007"	"CGI_promoter"	"RP11-315D16.2"	5.01	14.99	7.04	0.96	0.00423634336677814	25.05	88	62.95	0.595238095238095	0.225309281725863	FALSE
"ENSG00000263136"	"CGI_promoter"	"PAGR1"	8.98	4.02	0.99	10.01	0.00452618118185489	69.08	9	-60.08	0.595238095238095	0.225309281725863	FALSE
"ENSG00000269883"	"CGI_promoter"	"AC007375.1"	9	5	0	8	0.00551646495918942	64.29	0	-64.29	0.595238095238095	0.225309281725863	FALSE
"ENSG00000122068"	"body"	"FYTTD1"	12.08	34.92	6.02	0.98	0.00395327942497754	25.7	86	60.3	0.598981731057203	0.222586423390389	FALSE
"ENSG00000129521"	"body"	"EGLN3"	192.38	97.62	6.93	14.07	0.00392153012133586	66.34	33	-33.34	0.598981731057203	0.222586423390389	FALSE
"ENSG00000051825"	"body"	"MPHOSPH9"	16.06	34.94	7.04	0.96	0.00420116624917967	31.49	88	56.51	0.613891510090357	0.211908372722334	FALSE
"ENSG00000102290"	"body"	"PCDH11X"	43.84	30.16	1	9	0.00483954666340276	59.24	10	-49.24	0.613891510090357	0.211908372722334	FALSE
"ENSG00000111907"	"body"	"TPD52L1"	30.97	28.03	1.92	14.08	0.00452191328201845	52.49	12	-40.49	0.613891510090357	0.211908372722334	FALSE
"ENSG00000164855"	"body"	"TMEM184A"	43.96	7.04	0	3	0.00483792936623124	86.2	0	-86.2	0.613891510090357	0.211908372722334	FALSE
"ENSG00000197256"	"body"	"KANK2"	41.96	8.04	2.03	4.97	0.0048970928987285	83.92	29	-54.92	0.613891510090357	0.211908372722334	FALSE
"ENSG00000260007"	"body"	"RP11-315D16.2"	27	12	21	0	0.00491113208072286	69.23	100	30.77	0.613891510090357	0.211908372722334	FALSE
"ENSG00000267022"	"body"	"ZNF223"	9.96	8.04	2	18	0.00447587266274696	55.33	10	-45.33	0.613891510090357	0.211908372722334	FALSE
"ENSG00000198205"	"CGI_promoter"	"ZXDA"	7	1	0	4	0.0101010101010101	87.5	0	-87.5	0.623519142037661	0.205150209140181	FALSE
"ENSG00000101144"	"CGI_promoter"	"BMP7"	91.42	185.58	4.08	29.92	0.0102765188793253	33	12	-21	0.626617004836909	0.202997823615457	FALSE
"ENSG00000110104"	"CGI_promoter"	"CCDC86"	7.01	7.99	1	19	0.0110939410651509	46.73	5	-41.73	0.644996573555287	0.190442592480987	FALSE
"ENSG00000113811"	"CGI_promoter"	"SELK"	5.01	3.99	0	10	0.0108359133126935	55.67	0	-55.67	0.644996573555287	0.190442592480987	FALSE
"ENSG00000135451"	"CGI_promoter"	"TROAP"	0	12	2	0	0.010989010989011	0	100	100	0.644996573555287	0.190442592480987	FALSE
"ENSG00000145012"	"CGI_promoter"	"LPP"	0	12	2	0	0.010989010989011	0	100	100	0.644996573555287	0.190442592480987	FALSE
"ENSG00000122140"	"CGI_promoter"	"MRPS2"	11	28	0	18	0.011455935244431	28.21	0	-28.21	0.647686632311115	0.188635066314068	FALSE
"ENSG00000128602"	"CGI_promoter"	"SMO"	16	1	1	3	0.0115288220551378	94.12	25	-69.12	0.647686632311115	0.188635066314068	FALSE
"ENSG00000143761"	"CGI_promoter"	"ARF1"	0.99	36.01	2.01	0.99	0.011336032388664	2.68	67	64.32	0.647686632311115	0.188635066314068	FALSE
"ENSG00000187855"	"CGI_promoter"	"ASCL4"	6	0	0	3	0.0119047619047619	100	0	-100	0.661375661375661	0.179551791165188	FALSE
"ENSG00000140471"	"CGI_promoter"	"LINS"	2.09	27.91	2	0	0.0120967741935484	6.97	100	93.03	0.664657922722439	0.177401814091629	FALSE
"ENSG00000070814"	"CGI_promoter"	"TCOF1"	0	11	2	0	0.0128205128205128	0	100	100	0.667735042735043	0.17539583139403	FALSE
"ENSG00000092199"	"CGI_promoter"	"HNRNPC"	0	11	2	0	0.0128205128205128	0	100	100	0.667735042735043	0.17539583139403	FALSE
"ENSG00000111783"	"CGI_promoter"	"RFX4"	5.01	5.99	10	0	0.0123839009287926	45.55	100	54.45	0.667735042735043	0.17539583139403	FALSE
"ENSG00000130429"	"CGI_promoter"	"ARPC1B"	13.01	5.99	0.96	7.04	0.0127536231884058	68.47	12	-56.47	0.667735042735043	0.17539583139403	FALSE
"ENSG00000134987"	"CGI_promoter"	"WDR36"	0	11	2	0	0.0128205128205128	0	100	100	0.667735042735043	0.17539583139403	FALSE
"ENSG00000032444"	"body"	"PNPLA6"	36.05	2.95	1	3	0.0061178186532696	92.44	25	-67.44	0.701657273720062	0.153874968323059	FALSE
"ENSG00000051341"	"body"	"POLQ"	34.99	4.01	1.98	4.02	0.00598153973083072	89.72	33	-56.72	0.701657273720062	0.153874968323059	FALSE
"ENSG00000134954"	"body"	"ETS1"	22.95	25.05	8	0	0.00631491546348056	47.81	100	52.19	0.701657273720062	0.153874968323059	FALSE
"ENSG00000161270"	"body"	"NPHS1"	51.83	32.17	4.08	12.92	0.00626206596373174	61.7	24	-37.7	0.701657273720062	0.153874968323059	FALSE
"ENSG00000177030"	"body"	"DEAF1"	43.04	22.96	1.98	9.02	0.0061288388065609	65.21	18	-47.21	0.701657273720062	0.153874968323059	FALSE
"ENSG00000103056"	"CGI_promoter"	"SMPD3"	9.04	21.96	9	3	0.0137691827395383	29.16	75	45.84	0.703630734590487	0.15265519881729	FALSE
"ENSG00000143614"	"CGI_promoter"	"GATAD2B"	1	12	4.96	3.04	0.0139318885448916	7.69	62	54.31	0.703630734590487	0.15265519881729	FALSE
"ENSG00000221916"	"CGI_promoter"	"C19orf73"	2	26	2	0	0.0137931034482759	7.14	100	92.86	0.703630734590487	0.15265519881729	FALSE
"ENSG00000091136"	"CGI_promoter"	"LAMB1"	2	7	8.01	0.99	0.0152200740436034	22.22	89	66.78	0.705797706550177	0.151319757189171	FALSE
"ENSG00000099284"	"CGI_promoter"	"H2AFY2"	10	3	0	4	0.0147058823529412	76.92	0	-76.92	0.705797706550177	0.151319757189171	FALSE
"ENSG00000103154"	"CGI_promoter"	"NECAB2"	6.05	18.95	6	2	0.0152092068109866	24.2	75	50.8	0.705797706550177	0.151319757189171	FALSE
"ENSG00000103723"	"CGI_promoter"	"AP3B2"	2	8	4	0	0.014985014985015	20	100	80	0.705797706550177	0.151319757189171	FALSE
"ENSG00000124172"	"CGI_promoter"	"ATP5E"	3	32	2	0	0.015015015015015	8.57	100	91.43	0.705797706550177	0.151319757189171	FALSE
"ENSG00000143537"	"CGI_promoter"	"ADAM15"	0	18	2.01	0.99	0.0142857142857143	0	67	67	0.705797706550177	0.151319757189171	FALSE
"ENSG00000157388"	"CGI_promoter"	"CACNA1D"	1	18	2	0	0.0142857142857143	5.26	100	94.74	0.705797706550177	0.151319757189171	FALSE
"ENSG00000162066"	"CGI_promoter"	"AMDHD2"	8.02	13.98	0	13	0.0152452304614838	36.45	0	-36.45	0.705797706550177	0.151319757189171	FALSE
"ENSG00000241553"	"CGI_promoter"	"ARPC4"	2.97	15.03	3	0	0.0150375939849624	16.5	100	83.5	0.705797706550177	0.151319757189171	FALSE
"ENSG00000028528"	"CGI_promoter"	"SNX1"	0	9	2	0	0.0181818181818182	0	100	100	0.715819613457409	0.145196406114182	FALSE
"ENSG00000080561"	"CGI_promoter"	"MID2"	0	5	3	0	0.0178571428571428	0	100	100	0.715819613457409	0.145196406114182	FALSE
"ENSG00000100218"	"CGI_promoter"	"RTDR1"	3	0	0	5	0.0178571428571428	100	0	-100	0.715819613457409	0.145196406114182	FALSE
"ENSG00000100228"	"CGI_promoter"	"RAB36"	3	0	0	5	0.0178571428571428	100	0	-100	0.715819613457409	0.145196406114182	FALSE
"ENSG00000104899"	"CGI_promoter"	"AMH"	5	0	0	3	0.0178571428571428	100	0	-100	0.715819613457409	0.145196406114182	FALSE
"ENSG00000104960"	"CGI_promoter"	"PTOV1"	4.04	17.96	4	1	0.0171683389074693	18.36	80	61.64	0.715819613457409	0.145196406114182	FALSE
"ENSG00000121101"	"CGI_promoter"	"TEX14"	29.93	41.07	5	0	0.017571573014976	42.15	100	57.85	0.715819613457409	0.145196406114182	FALSE
"ENSG00000121644"	"CGI_promoter"	"DESI2"	7	6	0	9	0.0166760484097945	53.85	0	-53.85	0.715819613457409	0.145196406114182	FALSE
"ENSG00000134202"	"CGI_promoter"	"GSTM3"	3.99	17.01	3	0	0.0172924901185771	19	100	81	0.715819613457409	0.145196406114182	FALSE
"ENSG00000137880"	"CGI_promoter"	"GCHFR"	5.08	44.92	2	0	0.0158371040723982	10.16	100	89.84	0.715819613457409	0.145196406114182	FALSE
"ENSG00000139737"	"CGI_promoter"	"SLAIN1"	3	1	0	8	0.0181818181818182	75	0	-75	0.715819613457409	0.145196406114182	FALSE
"ENSG00000147364"	"CGI_promoter"	"FBXO25"	11.01	1.99	0	3	0.0178571428571429	84.69	0	-84.69	0.715819613457409	0.145196406114182	FALSE
"ENSG00000166797"	"CGI_promoter"	"FAM96A"	0	9	2	0	0.0181818181818182	0	100	100	0.715819613457409	0.145196406114182	FALSE
"ENSG00000169855"	"CGI_promoter"	"ROBO1"	5	0	0	3	0.0178571428571428	100	0	-100	0.715819613457409	0.145196406114182	FALSE
"ENSG00000171148"	"CGI_promoter"	"TADA3"	2.97	15.03	4	1	0.0172664863740379	16.5	80	63.5	0.715819613457409	0.145196406114182	FALSE
"ENSG00000171298"	"CGI_promoter"	"GAA"	8.96	6.04	1	9	0.0177220107930836	59.73	10	-49.73	0.715819613457409	0.145196406114182	FALSE
"ENSG00000173706"	"CGI_promoter"	"HEG1"	1	14	3	1	0.0157378740970072	6.67	75	68.33	0.715819613457409	0.145196406114182	FALSE
"ENSG00000189306"	"CGI_promoter"	"RRP7A"	5	0	0	3	0.0178571428571428	100	0	-100	0.715819613457409	0.145196406114182	FALSE
"ENSG00000250151"	"CGI_promoter"	"ARPC4-TTLL3"	2.97	15.03	4	1	0.0172664863740379	16.5	80	63.5	0.715819613457409	0.145196406114182	FALSE
"ENSG00000015153"	"CGI_promoter"	"YAF2"	3.1	27.9	2	0	0.0189393939393939	10	100	90	0.734085036410618	0.134253628497043	FALSE
